track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
4mY6K0hRQlpOs3hyTNOcKe,1.1147770669192498,0.667898287718671,-1.4839907633628893,-0.2513767785742761,-1.553111127242185,-0.8963362323937382,-1.21192890253851,1.0274023338281628,-0.7109294470106199,-1.0227253313106086,0.5315216872939348
09xpQPfKWdio1wx6v17dGa,-0.9548015350820906,-1.034136554096856,0.6442130445606336,-0.2516710164814677,-1.2686303762126758,0.39379517917225537,0.6382040524216607,-0.9733285267845754,0.1951827380646782,-1.061996623546812,0.02366095066409243
2aPTvyE09vUCRwVvj0I8WK,-0.529614066349654,0.6024354091873045,0.627411435550711,-0.251653468558087,0.15377337893486975,-0.5889221069815289,0.6788298712847788,1.0274023338281628,-0.7103395302234615,0.5792928808690643,0.7201556751850193
6nXiaXqSZAJuOG6q66mZV1,0.8436843855126624,1.4992768450670246,-0.8959344480156001,0.539742986764611,0.15377337893486975,-0.7753864125594264,-0.6672112904350675,-0.9733285267845754,-0.37703654547896703,1.017171473288868,1.1119339577280405
5fX8WljoAFrmFrFqahjz4Y,-0.8617026010727232,-0.3795077687831919,0.9130387887193946,-0.25168608288032995,-0.9841496251831667,0.3333202692550994,1.4440876429308633,1.0274023338281628,-0.6778941069297496,-1.2075140760167955,0.623420296779335
29iva9idM6rFCPUlu7Rhxl,1.6854985014594335,-1.1977937504252718,-1.6464063171254741,-0.25023261851950385,0.43825412996437885,-0.7804259883858561,-1.9676520432269233,-0.9733285267845754,0.22467857742259809,-1.0576126800420198,-0.024706738538749756
0cJTBlSiodwtdA5vdIbHhB,2.1242406042621997,0.1180101080551933,-1.1647601921743609,0.0035564390208380117,0.722734880993888,-0.7854655642122857,0.343459591078017,1.0274023338281628,0.4134519493132852,0.3963461292321179,-0.9533663712333187
3qI94hINNNeb4S7xQi18lS,-0.9023665032837114,0.9493886654035468,0.25777603733241516,-0.25168608288032995,-1.2686303762126758,-0.8726502260095188,-0.9084789085813407,1.0274023338281628,-0.5899965056431485,0.14646134945897887,1.3586091726625356
3lFVdFLQeBXLxqKxqwqIfS,0.37640621098288735,-0.3336837538112354,-1.42238486365984,0.10547619602998497,1.2916963830529062,-0.6040408344608178,-0.006834459323359912,1.0274023338281628,-0.8772859809892879,1.3492828236728944,-1.320960809174919
1ymikhI2taCMNkmn9GO9CZ,2.038632389081172,-1.3876360981662346,-0.8511301573224733,0.19764710671651783,0.15377337893486975,-0.5334867728908026,-1.1941032881393863,1.0274023338281628,-0.7227277827537878,-1.3333222026459082,0.5315216872939348
7Ks4VCY1wFebnOdJrM13t6,0.10531352957630012,-0.7853776156776634,1.0754543424819794,-0.251441475463508,0.43825412996437885,0.0007082647107416602,0.5171556941764512,1.0274023338281628,0.5019394673870449,0.19041130409105234,-0.42132179000205516
4b82tXj35SycILuILcgBQ6,-0.8231789042412608,-0.7722850399713901,0.1009610199064712,-0.25168608288032995,-1.2686303762126758,-0.5838825311550992,0.6759280270802701,1.0274023338281628,0.8322928681957472,-0.629828209641653,1.7213668416838515
5oHefuJW6udg0pphl5KXwN,1.2788594793495525,-0.5758964043772906,1.932336401988029,-0.23272014548906259,0.722734880993888,0.5399428781387154,0.4620206542907908,-0.9733285267845754,1.8115547348786865,1.861246377337543,0.77819690222843
24VNenhLzKDWDlQ5Qaznav,0.3585711661535066,-1.0995994326282221,-0.683114067223248,-0.25168608288032995,-0.4151881231241485,0.5197845748329968,0.5266903251341217,1.0274023338281628,-0.7640219578548757,2.4597836052564865,-0.8276103793059292
6FcDxtnGfsYHOcGkXN2OIG,-0.5688511649742916,0.5631576820684846,0.14576531059959805,-0.24193723655771587,0.722734880993888,-0.7501885334272781,0.5142538499719426,1.0274023338281628,-0.9020624860499407,-0.15901478114383244,0.8459116671124091
2pNYM3OcS7WdCW13TuhMeK,-0.9319726777004834,-1.400728673872508,1.3666822319873033,-0.25168608288032995,1.2916963830529062,0.8473570035509248,-0.7712631326252988,-0.9733285267845754,2.1065131284578853,2.012731887351865,0.0962124844683557
0yxOhm9EgkEDjAbXLyoObO,1.4108388110869698,0.4322319250057517,-0.4702936864308954,-0.2438781432346727,-0.1307073720946394,-0.7098719268158408,0.502646473153909,-0.9733285267845754,-0.5546014984136446,-1.0467080810721177,-0.5132203994874552
1sDW4P9FwNREiBNtEduDDQ,1.849580913889736,-0.9097570848872597,-0.6551113855400437,-0.25157352801824157,0.722734880993888,0.4945866957008484,-0.8404928443614287,-0.9733285267845754,3.044480820039737,-0.898832877473506,-0.9098354509507607
7tzgX2LHRfWmRlsbSN4pQR,1.4215398379845983,-0.4187854959020118,0.7954275256499367,-0.25168608288032995,1.2916963830529062,1.1094149465252672,-3.7303151228797677,-0.9733285267845754,1.8705464135945262,-0.16041469587645493,-1.7949641633627722
4JfpJrrGNXRj2yXm1fYV23,-0.8370902392081779,-1.400728673872508,-1.1871623375209244,-0.25168608288032995,-1.2686303762126758,-0.7149115026422704,0.1544251686128956,1.0274023338281628,-0.8920339006682478,1.1354642681954805,-2.041639378297267
1xKGnsdKOh8jx8pzSZAgXE,-0.2513873670113145,0.7333611662500374,1.3162774049575356,-0.18539392788655437,1.5761771340824153,-0.7249906542951298,0.8645479003733192,-0.9733285267845754,-0.558140999136595,-0.5070041117847097,-1.4176961875806033
5hVghJ4KaYES3BFUATCYn0,-0.35483062702172274,-0.4907946622865142,-0.5431006588072266,-0.2516330846066852,1.0072156320233971,2.696881331850611,-0.35837215724095406,1.0274023338281628,-0.6572470193792057,-1.092131630159583,-0.8759780685087714
7zTTDkkLkJ2iHAqq1daDCr,-0.939820097425411,0.39295419788693176,-0.7391194305896561,-0.250338969570296,-0.9841496251831667,-0.5788429553286696,-0.04953302404684123,-0.9733285267845754,-0.8460203912698928,-0.8208797307832566,1.3054047145394092
