station_id,observation_time,temperature_c,relative_humidity,wind_speed_m_s,dewpoint_c,visibility_m,text_description,latitude,longitude
KBKL,2026-05-03T21:40:00+00:00,16,36.189064699057,,1,16093.44,Cloudy,41.4995,-81.69541
